,,,
 spreadarrays,mảng trải rộng,mảng trải rộng,mảng trải rộng
 storagetest,kiểm tra lưu trữ,kiểm tra lưu trữ,kiểm tra lưu trữ
 supportscouponcode,hỗ trợ mã giảm giá,hỗ trợ mã giảm giá,hỗ trợ mã giảm giá
 vitelegacyguard,vitelegacyguard,vitelegacyguard,vitelegacyguard
 account, tài khoản, tài khoản, tài khoản
 accountresidencyregion,khu vực cư trú tài khoản,khu vực cư trú tài khoản,khu vực cư trú tài khoản
 action, hoạt động, hoạt động, hoạt động
 alloc,phân bổ,phân bổ,phân bổ
 analyzecontent,phân tích nội dung,phân tích nội dung,phân tích nội dung
 any, bất kì, bất kì, bất kì
 apikey,apikey,apikey,apikey
 args,đối số,đối số,đối số
 backupprewave3,sao lưu trước sóng 3,sao lưu trước sóng 3,sao lưu trước sóng 3
 backupsinglefile,sao lưu tệp đơn,sao lưu tệp đơn,sao lưu tệp đơn
 calcstability,tính ổn định tính toán,tính ổn định tính toán,tính ổn định tính toán
 calculatechangedbits,tính toán các bit đã thay đổi,tính toán các bit đã thay đổi,tính toán các bit đã thay đổi
 checkout,thanh toán,thanh toán,thanh toán
 commonoptions,các tùy chọn chung,các tùy chọn chung,các tùy chọn chung
 compile,biên dịch,biên dịch,biên dịch
 controller,bộ điều khiển,bộ điều khiển,bộ điều khiển
 decision, phán quyết, phán quyết, phán quyết
 deletelist,danh sách xóa,danh sách xóa,danh sách xóa
 detectiontype,loại phát hiện,loại phát hiện,loại phát hiện
 detectstage,phát hiện giai đoạn,phát hiện giai đoạn,phát hiện giai đoạn
 drag, lôi kéo, lâu kéo, lâu kéo
 dragx,kéo,kéo,kéo
 dragy,kéo lê,kéo lê,kéo lê
 elements,các yếu tố,các yếu tố,các yếu tố
 end, kết thúc, kết thúc, kết thúc
 exp,kinh nghiệm,kinh nghiệm,kinh nghiệm
 extractfileinfo,thông tin tệp tin,thông tin tệp tin,thông tin tệp tin
 full, đầy, đầy, đầy
 fullsummary,tóm tắt đầy đủ,tóm tắt đầy đủ,tóm tắt đầy đủ
 ga9ytzje58m9,ga9ytzje58m9,ga9ytzje58m9,ga9ytzje58m9
 gaglymmy7ch1,gaglymmy7ch1,gaglymmy7ch1,gaglymmy7ch1
 gamjml5fzq80,gamjml5fzq80,gamjml5fzq80,gamjml5fzq80
 groupid,mã nhóm,mã nhóm,mã nhóm
 ids,ID,ID,ID
 imageurl,URL hình ảnh,URL hình ảnh,URL hình ảnh
 issubmitting,đang gửi,đang gửi,đang gửi
 isupdating,đang cập nhật,đang cập nhật,đang cập nhật
 isusererror,lỗi người dùng,lỗi ngừ dùng,lỗi ngừ dùng
 kilpwte,kilpwte,kilpwte,kilpwte
 link,liên kết,liên kết,liên kết
 loss, sự mất mát, sự mất mát, sự mất mát
 lostestimates,ước tính bị mất,ước tính bị mất,ước tính bị mất
 mergeconfig,cấu hình hợp nhất,cấu hình hợp nhất,cấu hình hợp nhất
 missingconfig,cấu hình bị thiếu,cấu hình bị thiếu,cấu hình bị thiếu
 nodemodulepaths,nodemodulepaths,nodemodulepaths,nodemodulepaths
 notpassed,không vượt qua,không vượt qua,không vượt qua
 origins,nguồn gốc,nguồn gốc,nguồn gốc
 parent,cha mẹ,cha mẹ,cha mẹ
 performcleanup,thực hiện dọn dẹp,thực hiện dọn dẹp,thực hiện dọn dẹp
 primaryid,mã định danh chính,mã định danh chính,mã định danh chính
 profile, hồ sơ, hồ sơ, hồ sơ
 profit, lợi nhuận, lợi nhuận, lợi nhuận
 puid,puid,puid,puid
 readme,tệp readme,tệp readme,tệp readme
 reason, lý do, lý do, lý do
 rebuild001,xây dựng lại001,xây dựng lại001,xây dựng lại001
 recenttouches,những lần chạm gần đây,những lần chạm gần đây,những lần chạm gần đây
 redirecttourlspec,chuyển hướng thông tin,chuyển hướng thông tin,chuyển hướng thông tin
 regex,biểu thức chính quy,biểu thức chính quy,biểu thức chính quy
 resetwarnings,đặt lại cảnh báo,đặt lại cảnh báo,đặt lại cảnh báo
 rev,quay lại,quay lại,quay lại
 row, hàng ngang, hàng ngang, hàng ngang
 rowindex,chỉ mục hàng,chỉ mục hàng,chỉ mục hàng
 schema,lược đồ,lược đồ,lược đồ
 sessionhandoff,chuyển giao phiên,chuyển giao phiên,chuyển giao phiên
 sheet, tờ giấy, tờ giấy, tờ giấy
 sourcenotev4,sourcenotev4,sourcenotev4,sourcenotev4
 spf,SPF,SPF,SPF
 split, tách ra, tách ra, tách ra
 src,nguồn,nguồn,nguồn
 stage, sân khấu, sân khấu, sân khấu
 start, bắt đầu, bắt đầu, bắt đầu
 streamcompletion,hoàn thành luồng,hoàn thành luồng,hoàn thành luồng
 syncmetadata,siêu dữ liệu đồng bộ,siêu dữ liệu đồng bộ,siêu dữ liệu đồng bộ
 task, nhiệm vụ, nhiệm vụ, nhiệm vụ
 tax,thuế,thuế,thuế
 templatenote,mẫu ghi chú,mẫu ghi chú,mẫu ghi chú
 unknown,không rõ,không rõ,không rõ
 unrefactive,không phản ứng,không phản ứng,không phản ứng
 userid,ID người dùng,ID ngừ dùng,ID ngừ dùng
 v02,v02,v02,v02
 v10,v10,v10,v10
 a0123456m,a0123456m,a0123456m,a0123456m
 a04775d,a04775d,a04775d,a04775d
 a04fc1046c60760d5f4db7cc854ae683,a04fc1046c60760d5f4db7cc854ae683,a04fc1046c60760d5f4db7cc854ae683,a04fc1046c60760d5f4db7cc854ae683
 a0522d,a0522d,a0522d,a0522d
 a10b324c5768fdafe6b4a6e505d44cce,a10b324c5768fdafe6b4a6e505d44cce,a10b324c5768fdafe6b4a6e505d44cce,a10b324c5768fdafe6b4a6e505d44cce
 a12345678,a12345678,a12345678,a12345678
 a1b2c3, a1b2c3, a1b2c3, a1b2c3
 a1b2c3d4e5f60708a9b0c1d2e3f40506, a1b2c3d4e5f60708a9b0c1d2e3f40506, a1b2c3d4e5f60708a9b0c1d2e3f40506, a1b2c3d4e5f60708a9b0c1d2e3f40506
 a1ef9c87ff,a1ef9c87ff,a1ef9c87ff,a1ef9c87ff
 a24300,a24300,a24300,a24300
 a2doctrineseal,a2doctrineseal,a2doctrineseal,a2doctrineseal
 a2momentfragmentmappingv1,a2momentfragmentmappingv1,a2mômentfragmentmappingv1,a2mômentfragmentmappingv1
 a2momentsdomainmodelv0,a2momentsdomainmodelv0,a2mômentsdômainmodelv0,a2mômentsdômainmodelv0
 a2momentsvalidationroutingv0,a2momentsvalidationroutingv0,a2mômentsvalidationroutingv0,a2mômentsvalidationroutingv0
 a2momentswirefragmentsv0,a2momentswirefragmentsv0,a2mômentswirefragmentsv0,a2mômentswirefragmentsv0
 a2persisterpseudoflowv1,a2persisterpseudoflowv1,a2persisterpseudoflowv1,a2persisterpseudoflowv1
 a2ddd29ade0dcccf6e78db83b45a40d0, a2ddd29ade0dcccf6e78db83b45a40d0, a2ddd29ade0dcccf6e78db83b45a40d0, a2ddd29ade0dcccf6e78db83b45a40d0
 a2kur1t4,a2kur1t4,a2kur1t4,a2kur1t4
 a32036b,a32036b,a32036b,a32036b
 a35023,a35023,a35023,a35023
 a3fb42ad19eda1780a1970ce5e6a36f6, a3fb42ad19eda1780a1970ce5e6a36f6, a3fb42ad19eda1780a1970ce5e6a36f6, a3fb42ad19eda1780a1970ce5e6a36f6
 a420f427111d4831b9e18763b745d20e, a420f427111d4831b9e18763b745d20e, a420f427111d4831b9e18763b745d20e, a420f427111d4831b9e18763b745d20e
 a46850d47e5fb7cbd6c1d47ba99ffbd2988bc5b02a10e003fa0739c48c0ab349, a46850d47e5fb7cbd6c1d47ba99ffbd2988bc5b02a10e003fa0739c48c0ab349, a46850d47e5fb7cbd6c1d47ba99ffbd2988bc5b02a10e003fa0739c48c0ab349, a46850d47e5fb7cbd6c1d47ba99ffbd2988bc5b02a10e003fa0739c48c0ab349
 a49b82f46c5cd6a96a6e418a6ca1717c,a49b82f46c5cd6a96a6e418a6ca1717c,a49b82f46c5cd6a96a6e418a6ca1717c,a49b82f46c5cd6a96a6e418a6ca1717c
 a4c2f4,a4c2f4,a4c2f4,a4c2f4
 a52a2a,a52a2a,a52a2a,a52a2a
 a56b0p,a56b0p,a56b0p,a56b0p
 a5a5a5,a5a5a5,a5a5a5,a5a5a5
 a5b4fc,a5b4fc,a5b4fc,a5b4fc
 a5b720bd9712040d95c6ee8bc8ea44f7d4020f55c15b4a76aa3dd8577d5d71a0, a5b720bd9712040d95c6ee8bc8ea44f7d4020f55c15b4a76aa3dd8577d5d71a0, a5b720bd9712040d95c6ee8bc8ea44f7d4020f55c15b4a76aa3dd8577d5d71a0, a5b720bd9712040d95c6ee8bc8ea44f7d4020f55c15b4a76aa3dd8577d5d71a0
 a5zq8ixdcyuxwtv3hnthfg,a5zq8ixdcyuxwtv3hnthfg,a5zq8ixdcyuxwtv3hnthfg,a5zq8ixdcyuxwtv3hnthfg
 a6cj,a6cj,a6cj,a6cj
 a6e3fde00f6f3e2e37d98d12a3e04f4f620ed848aa3890978838ce868691dc64, a6e3fde00f6f3e2e37d98d12a3e04f4f620ed848aa3890978838ce868691dc64, a6e3fde00f6f3e2e37d98d12a3e04f4f620ed848aa3890978838ce868691dc64, a6e3fde00f6f3e2e37d98d12a3e04f4f620ed848aa3890978838ce868691dc64
 a6ehuvsisaalitxai040zpz2ztevhybvu, a6ehuvsisaalitxai040zpz2ztevhybvu, a6ehuvsisaalitxai040zpz2ztevhybvu, a6ehuvsisaalitxai040zpz2ztevhybvu
 a6iszg,a6iszg,a6iszg,a6iszg
 a74a0c4fa89949337653e69876d74121, a74a0c4fa89949337653e69876d74121, a74a0c4fa89949337653e69876d74121, a74a0c4fa89949337653e69876d74121
 a78c04d,a78c04d,a78c04d,a78c04d
 a7d343e,a7d343e,a7d343e,a7d343e
 a7e00f7e189246b55bf035b868883b594a56bbd3dd1fb95b7092e1c07792174f, a7e00f7e189246b55bf035b868883b594a56bbd3dd1fb95b7092e1c07792174f, a7e00f7e189246b55bf035b868883b594a56bbd3dd1fb95b7092e1c07792174f, a7e00f7e189246b55bf035b868883b594a56bbd3dd1fb95b7092e1c07792174f
 a7e777cb4a59053f60fa3f0d68a41824f27a1d47a90e6200a3ad3967828f6ec3, a7e777cb4a59053f60fa3f0d68a41824f27a1d47a90e6200a3ad3967828f6ec3, a7e777cb4a59053f60fa3f0d68a41824f27a1d47a90e6200a3ad3967828f6ec3, a7e777cb4a59053f60fa3f0d68a41824f27a1d47a90e6200a3ad3967828f6ec3
 a7q4ygy9w,a7q4ygy9w,a7q4ygy9w,a7q4ygy9w
 a83e45fcb33df31f1cc50fa999438ea8, a83e45fcb33df31f1cc50fa999438ea8, a83e45fcb33df31f1cc50fa999438ea8, a83e45fcb33df31f1cc50fa999438ea8
 a84147b,a84147b,a84147b,a84147b
 a8e0b759e31ee9cb29feefc4c75def76ed4d9c679ae783c3dc4c1732fa38a224, a8e0b759e31ee9cb29feefc4c75def76ed4d9c679ae783c3dc4c1732fa38a224, a8e0b759e31ee9cb29feefc4c75def76ed4d9c679ae783c3dc4c1732fa38a224, a8e0b759e31ee9cb29feefc4c75def76ed4d9c679ae783c3dc4c1732fa38a224
 a95f9yvkd,a95f9yvkd,a95f9yvkd,a95f9yvkd
 a9c6cef,a9c6cef,a9c6cef,a9c6cef
 a9d5a3e,a9d5a3e,a9d5a3e,a9d5a3e
 aaalarge,aaalarge,aaalarge,aaalarge
 aaasmall,aaasmall,aaasmall,aaasmall
 aac3,aac3,aac3,aac3
 aadressi,địa chỉ,địa chỉ,địa chỉ
 aakn4,aakn4,aakn4,aakn4
 aalarge,một cái lớn,một cái lớn,một cái lớn
 ababab,ababab,ababab,ababab
 abaiskaya,abaiskaya,abaiskaya,abaiskaya
 abbona,tu sĩ,tu sĩ,tu sĩ
 abbonati,người đăng ký,ngừ đăng ký,ngừ đeng ký
 abbrechen,abbrechen,abbrechen,abbrechen
 abc010203ab9,abc010203ab9,abc010203ab9,abc010203ab9
 abc1234,abc1234,abc1234,abc1234
 abca4cet4n,abca4cet4n,abca4cet4n,abca4cet4n
 abceghjklmnprstvxy,abceghjklmnprstvxy,abceghjklmnprstvxy,abceghjklmnprstvxy
 abf17d1,abf17d1,abf17d1,abf17d1
 abfe56f2a581298514a4da669fcd14f29839134a7e0443aab024f63084aa09a8, abfe56f2a581298514a4da669fcd14f29839134a7e0443aab024f63084aa09a8, abfe56f2a581298514a4da669fcd14f29839134a7e0443aab024f63084aa09a8, abfe56f2a581298514a4da669fcd14f29839134a7e0443aab024f63084aa09a8
 abia,abia,abia,abia
 abiword,abiword,abiword,abiword
 abkhazia,Abkhazia,Abkhazia,Abkhazia
 abmelden,abmelden,abmelden,abmelden
 abnamro,abnamro,abnamro,abnamro
 abnormaleventname,tên sự kiện bất thường,tên sự kiện bất thường,tên sự kiện bất thường
 abnormaleventvolume,khối lượng sự kiện bất thường,khối lượng sự kiện bất thường,khối lượng sự kiện bất thường
 abnormally,bất thường,bất thường,bất thường
 abone,xương,xương,xương
 abonenta,abonenta,abonenta,abonenta
 abonnieren,đăng ký,đăng ký,đeng ký
 abouthumanaicollaboration,về sự hợp tác giữa con người và AI,về sự hợp tác giữa con ngừ và AI,về sự hợp tác giữa con ngừ và AI
 aboutsystembuildingphilosophy,về triết lý xây dựng hệ thống,về triết lý xây dựng hệ thống,về triết lý xây dựng hệ thống
 abra,abra,abra,abra
 absoluteban,cấm tuyệt đối,cấm tuyệt đối,cấm tuyệt đối
 absolutelimits,giới hạn tuyệt đối,giới hạn tuyệt đối,giới hạn tuyệt đối
 absolutelowercaseenforced,bắt buộc viết thường tuyệt đối,bắt buộc viết thường tuyệt đối,bắt buộc viết thường tuyệt đối
 absolutestrokewidth,độ rộng nét tuyệt đối,độ rộng nét tuyệt đối,độ rộng nét tuyệt đối
 abstractions,sự trừu tượng,sự trừu tượng,sự trừu tượng
 abstracts,tóm tắt,tóm tắt,tóm tắt
 absurdly,vô lý,vô lý,vô lý
 abundance,sự dồi dào,sự dồi dào,sự dồi dào
 abutsend,tiếp giáp,tiíp giáp,tiíp giáp
 ac52cd46f89fa40a29a0bfb954e33173, ac52cd46f89fa40a29a0bfb954e33173, ac52cd46f89fa40a29a0bfb954e33173, ac52cd46f89fa40a29a0bfb954e33173
 ac220vwithups,ac220vwithups,ac220vwithups,ac220vwithups
 acabb1,acabb1,acabb1,acabb1
 accelerator, máy gia tốc, máy gia tốc, máy gia tốc
 accelerometer,gia tốc kế,gia tốc kế,gia tốc kế
 acceptandpay,chấp nhận và thanh toán,chấp nhận và thanh toán,chấp nhận và thanh toán
 acceptpriceupdate,chấp nhận cập nhật giá,chấp nhận cập nhật giá,chấp nhận cập nhật giá
 acceptpriceupdategeneric,chấp nhận cập nhật giá chung,chấp nhận cập nhật giá chung,chấp nhận cập nhật giá chung
 acceptwithwarn,chấp nhận kèm cảnh báo,chấp nhận kèm cảnh báo,chấp nhận kèm cảnh báo
 acceptancebeforecanonicalsubstrate,sự chấp nhận trước chất nền chuẩn,sự chấp nhận trước chất nền chuẩn,sự chấp nhận trước chất nền chuẩn
 acceptancebeforepurchase,chấp nhận trước khi mua hàng,chấp nhận trước khi mua hàng,chấp nhận trước khi mua hàng
 acceptanceref,acceptanceref,acceptanceref,acceptanceref
 acceptancetestresult,kết quả kiểm thử chấp nhận,kết quả kiểm thử chấp nhận,kết quả kiểm thử chấp nhận
 acceptandpay,chấp nhận và thanh toán,chấp nhận và thanh toán,chấp nhận và thanh toán
 acceptedforpreprocess,được chấp nhận để xử lý trước,được chấp nhận để xử lý trước,được chấp nhận để xử lý trước
 acceptedwhenneeded,được chấp nhận khi cần thiết,được chấp nhận khi cần thiết,được chấp nhận khi cần thiết
 accepting,chấp nhận,chấp nhận,chấp nhận
 acceptmessage,chấp nhận tin nhắn,chấp nhận tin nhắn,chấp nhận tin nhắn
 accessbundleclientjoin,truy cập gói máy khách tham gia,truy cập gói máy khách tham gia,truy cập gói máy khách tham gia
 accesscontrol,kiểm soát truy cập,kiểm soát truy cập,kiểm soát truy cập
 accesstype,loại truy cập,loại truy cập,loại truy cập
 accessibilitystandardsmet,tiêu chuẩn khả năng truy cập được đáp ứng,tiêu chuẩn khả năng truy cập được đáp ứng,tiêu chuẩn khả neng truy cập được đáp ứng
 accessories, phụ kiện, phụ kiện, phụ kiện
 accessorytargeterror,lỗi mục tiêu phụ kiện,lỗi mục tiêu phụ kiện,lỗi mục tiêu phụ kiện
 accessorytargetsecurityerror,lỗi bảo mật mục tiêu phụ kiện,lỗi bảo mật mục tiêu phụ kiện,lỗi bảo mật mục tiêu phụ kiện
 accessoryframesgroupinfo,thông tin nhóm khung phụ kiện,thông tin nhóm khung phụ kiện,thông tin nhóm khung phụ kiện
 accessoryrendererloaderror,lỗi tải trình kết xuất phụ kiện,lỗi tải trình kết xuất phụ kiện,lỗi tải trình kết xuất phụ kiện
 accidental,vô tình,vô tình,vô tình
 accordionlayout,bố cục accordion,bố cục accordion,bố cục accordion
 accordionclosed,accordionclosed,accordionclosed,accordionclosed
 accountdispute,tranh chấp tài khoản,tranh chấp tài khoản,tranh chấp tài khoản
 accountholdernameoptional,tên chủ tài khoản (tùy chọn),tên chủ tài khoản (tùy chọn),tên chủ tài khoản (tùy chọn)
 accountinformation,thông tin tài khoản,thông tin tài khoản,thông tin tài khoản
 accountopener,người mở tài khoản,ngừ mở tài khoản,ngừ mở tài khoản
 accountselected,tài khoản đã chọn,tài khoản đã chọn,tài khoản đã chọn
 accountselectionrequired,accountselectionrequired,accountselectionrequired,accountselectionrequired
 accountuse,sử dụng tài khoản,sử dụng tài khoản,sử dụng tài khoản
 accountverification,xác minh tài khoản,xác minh tài khoản,xác minh tài khoản
 accountabilityconcentration,trách nhiệm tập trung,trách nhiệm tập trung,trách nhiệm tập trung
 accountabilityengine,công cụ trách nhiệm,công cụ trách nhiệm,công cụ trách nhiệm
 accountabilityviolation,vi phạm trách nhiệm,vi phạm trách nhiệm,vi phạm trách nhiệm
 accountdetails,chi tiết tài khoản,chi tiết tài khoản,chi tiết tài khoản
 accountholder,chủ tài khoản,chủ tài khoản,chủ tài khoản
 accountholdername,tên chủ tài khoản,tên chủ tài khoản,tên chủ tài khoản
 accountholdernameoptional,tên chủ tài khoản (tùy chọn),tên chủ tài khoản (tùy chọn),tên chủ tài khoản (tùy chọn)
 accountingframework,khuôn khổ kế toán,khuôn khổ kế toán,khuôn khổ kế toán
 accountingpost,bài đăng kế toán,bài đăng kế toán,bài đeng kế toán
 accountingtaxprofile,kế toán hồ sơ thuế,kế toán hồ sơ thuế,kế toán hồ sơ thuế
 accountingteammemory,bộ nhớ đội kế toán,bộ nhớ đội kế toán,bộ nhớ đội kế toán
 accountnotavailable,tài khoản không khả dụng,tài khoản không khả dụng,tài khoản không khả dụng
 accountnumberlength,độ dài số tài khoản,độ dài số tài khoản,độ dài số tài khoản
 accountnumberretrievalerror,lỗi truy xuất số tài khoản,lỗi truy xuất số tài khoản,lỗi truy xuất số tài khoản
 accs,tài khoản,tài khoản,tài khoản
 acct123,acct123,acct123,acct123
 acct1p8kpgdmho4zxtzf,acct1p8kpgdmho4zxtzf,acct1p8kpgdmho4zxtzf,acct1p8kpgdmho4zxtzf
 accumulates,tích lũy,tích lũy,tích lũy
 accuracyclass,lớp độ chính xác,lớp độ chính xác,lớp độ chính xác
 ace5a218eb54a70ced1388f40f9a2cbeb0f0055e0dd257a4c15a30475dcba852, ace5a218eb54a70ced1388f40f9a2cbeb0f0055e0dd257a4c15a30475dcba852, ace5a218eb54a70ced1388f40f9a2cbeb0f0055e0dd257a4c15a30475dcba852, ace5a218eb54a70ced1388f40f9a2cbeb0f0055e0dd257a4c15a30475dcba852
 aceitar,dầu,dầu,dầu
 acestonemapping,lập bản đồ acestone,lập bản đồ acestone,lập bản đồ acestone
 acid,axit,axit,axit
 acknowledgment,lời cảm ơn,lời cảm ơn,lời cảm ơn
 acre,mẫu Anh,mẫu Anh,mẫu Anh
 acsurlposterror,lỗi đăng nhập acsurl,lỗi đăng nhập acsurl,lỗi đeng nhập acsurl
 acssdebit,acssdebit,acssdebit,acssdebit
 acstransactionid,acstransactionid,acstransactionid,acstransactionid
 actingonambiguousrequirements,hành động dựa trên các yêu cầu mơ hồ,hành động dựa trên các yêu cầu mơ hồ,hành động dựa trên các yêu cầu mơ hồ
 actionboundary,ranh giới hành động,ranh giới hành động,ranh giới hành động
 actioncontainer,actioncontainer,actioncontainer,actioncontainer
 actionname,tên hành động,tên hành động,tên hành động
 actionproposed,hành động được đề xuất,hành động được đề xuất,hành động được đề xuất
 actionrequired,hành động cần thiết,hành động cần thiết,hành động cần thiết
 actionsclassname,tên lớp hành động,tên lớp hành động,tên lớp hành động
 actionsplacement,vị trí hành động,vị trí hành động,vị trí hành động
 activateincidentcommand,kích hoạt lệnh sự cố,kích hoạt lệnh sự cố,kích hoạt lệnh sự cố
 activatelockdown,kích hoạt khóa,kích hoạt khóa,kích hoạt khóa
 activatepromotion,kích hoạt khuyến mãi,kích hoạt khuyến mãi,kích hoạt khuyến mãi
 activationcondition,điều kiện kích hoạt,điều kiện kích hoạt,điều kiện kích hoạt
 activeandcalled,hoạt động và được gọi,hoạt động và được gọi,hoạt động và được gọi
 activeandenforcing,hoạt động và thực thi,hoạt động và thực thi,hoạt động và thực thi
 activeauthsession,phiên xác thực chủ động,phiên xác thực chủ động,phiên xác thực chủ động
 activecells,tế bào hoạt động,tế bào hoạt động,tế bào hoạt động
 activeenforced,thực thi tích cực,thực thi tích cực,thực thi tích cực
 activeenforcedwithfullauthority,được thực thi với đầy đủ thẩm quyền,được thực thi với đầy đủ thẩm quyền,được thực thi với đầy đủ thẩm quyền
 activeenforcing,thực thi tích cực,thực thi tích cực,thực thi tích cực
 activeuserobjectivesasunderstoodbykris,activeuserobjectivesasunderstoodbykris,activeuserobjectivesasunderstoodbykris,activeuserobjectivesasunderstoodbykris
